Cell,sink_type
CB2_bcAWFV,
CB2_bcBVNK,
CB2_bcEWMB,
CB2_bcBGHI,
CB2_bcFKQD,
CB2_bcCYWD,
CB2_bcAIHA,
CB2_bcDFAE,
CB2_bcDTXE,
CB2_bcDREG,
CB2_bcDGWS,
CB2_bcBJZW,
CB2_bcGECV,
CB2_bcBOOZ,
CB2_bcGCXW,
CB2_bcFANV,
CB2_bcCUOM,
CB2_bcCYGC,
CB2_bcEMDQ,
CB2_bcBOPA,
CB2_bcCPUQ,
CB2_bcDBSS,
CB2_bcADJE,
CB2_bcEPBL,
CB2_bcGDLI,
CB2_bcGFKM,
CB2_bcAUPI,
CB2_bcHBGE,
CB2_bcDPMI,
CB2_bcFJVF,
CB2_bcCINN,
CB2_bcARYT,
CB2_bcETFC,
CB2_bcACRL,
CB2_bcDNGJ,
CB2_bcATFM,
CB2_bcDWRY,
CB2_bcDGNV,
CB2_bcEKKR,
CB2_bcDNHP,
CB2_bcAROG,
CB2_bcAKDZ,
CB2_bcBHCY,
CB2_bcGRYI,
CB2_bcHQZT,
CB2_bcEOQK,
CB2_bcDODG,
CB2_bcGCKP,
CB2_bcGSUA,
CB2_bcHTAV,
CB2_bcDSWY,
CB2_bcCUZY,
CB2_bcDNJM,
CB2_bcHVJH,
CB2_bcAARS,
CB2_bcBEAO,
CB2_bcHIEM,
CB2_bcBNWV,
CB2_bcCAXV,
CB2_bcANGK,
CB2_bcHZNJ,
CB2_bcBNXT,
CB2_bcGCVI,
CB2_bcFWCM,
CB2_bcHAZE,
CB2_bcHDKF,
CB2_bcAWPD,
CB2_bcFMQR,
CB2_bcFSSD,
CB2_bcHGWE,
CB2_bcCSDI,
CB2_bcAJVQ,
CB2_bcIBGP,
CB2_bcFCIB,
CB2_bcAEWY,
CB2_bcEJGL,
CB2_bcEUOH,
CB2_bcCFHF,
CB2_bcHCFB,
CB2_bcIARV,
CB2_bcAAQZ,
CB2_bcCCJJ,
CB2_bcANIB,
CB2_bcEXRE,
CB2_bcGXNZ,
CB2_bcCWGT,
CB2_bcCLMN,
CB2_bcDQWI,
CB2_bcFGRW,
CB2_bcGJZL,
CB2_bcCVEF,
CB2_bcGZWF,
CB2_bcBWJU,
CB2_bcEZSJ,
CB2_bcBBZH,
CB2_bcGUVQ,
CB2_bcGZBC,
CB2_bcFBNA,
CB2_bcHKXO,
CB2_bcDEUR,
CB2_bcBGIZ,
CB2_bcIJPD,
CB2_bcGZJR,
CB2_bcHSIG,
CB2_bcDUVY,
CB2_bcCODF,
CB2_bcBJHX,
CB2_bcBVIY,
CB2_bcCPUM,
CB2_bcGVUJ,
CB2_bcBTDV,
CB2_bcEMCH,
CB2_bcBAGQ,
CB2_bcAETF,
CB2_bcEJYO,
CB2_bcDOLM,
CB2_bcIDQM,
CB2_bcELES,
CB2_bcDNNO,
CB2_bcDPKE,
CB2_bcGGQE,
CB2_bcIFOP,
CB2_bcCOPD,
CB2_bcDOCG,
CB2_bcGWCI,
CB2_bcHVQY,
CB2_bcIGLB,
CB2_bcAZHA,
CB2_bcHUYI,
CB2_bcGWWD,
CB2_bcHXTA,
CB2_bcDUOT,
CB2_bcEMZH,
CB2_bcGSXQ,
CB2_bcBCST,
CB2_bcCQUR,
CB2_bcBPHA,
CB2_bcFTIZ,
CB2_bcAEVG,
CB2_bcGGKM,
CB2_bcIEMH,
CB2_bcEUUZ,
CB2_bcGEFG,
CB2_bcDNCW,
CB2_bcCTRM,
CB2_bcHNPB,
CB2_bcAETO,
CB2_bcCZFW,
CB2_bcBLET,
CB2_bcACRK,
CB2_bcEETH,
CB2_bcBDFF,
CB2_bcFTIT,
CB2_bcGWCW,
CB2_bcHUUO,
CB2_bcETAJ,
CB2_bcCYPR,
CB2_bcEKCN,
CB2_bcFNTW,
CB2_bcFABZ,
CB2_bcBKLH,
CB2_bcFABJ,
CB2_bcCZEN,
CB2_bcAEHW,
CB2_bcETRX,
CB2_bcCGUH,
CB2_bcGXEK,
CB2_bcHWHT,
CB2_bcBJMX,
CB2_bcAYSG,
CB2_bcBWPH,
CB2_bcAVAV,
CB2_bcHQSS,
CB2_bcEUSX,
CB2_bcEIDU,
CB2_bcFYQM,
CB2_bcGRVQ,
CB2_bcBCQA,
CB2_bcHJPA,
CB2_bcBHIZ,
CB2_bcAKDQ,
CB2_bcEFZM,
CB2_bcFNDE,
CB2_bcBYWB,
CB2_bcIDGU,
CB2_bcFSKA,
CB2_bcDSVO,
CB2_bcDQJD,
CB2_bcHBPU,
CB2_bcCNZJ,
CB2_bcDWLY,
CB2_bcHIZM,
CB2_bcEIQT,
CB2_bcGJXW,
CB2_bcEBPS,
CB2_bcEJFM,
CB2_bcAMSV,
CB2_bcCUSO,
CB2_bcFECF,
CB2_bcEBSZ,
CB2_bcCZYK,
CB2_bcDCPB,
CB2_bcEDNI,
CB2_bcGSQD,
CB2_bcCJLO,
CB2_bcDDUS,
CB2_bcCWVQ,
CB2_bcENCJ,
CB2_bcEFRT,
CB2_bcBNKD,
CB2_bcAWVQ,
CB2_bcATWH,
CB2_bcCNNE,
CB2_bcEJLA,
CB2_bcHNFF,
CB2_bcFANX,
CB2_bcDONU,
CB2_bcCUGZ,
CB2_bcFCXF,
CB2_bcBZMB,
CB2_bcFAJV,
CB2_bcCADT,
CB2_bcCNOC,
CB2_bcDGVR,
CB2_bcDRJN,
CB2_bcBOWL,
CB2_bcGXFT,
CB2_bcGSAH,
CB2_bcBMXD,
CB2_bcAFZO,
CB2_bcHPQZ,
CB2_bcEBJC,
CB2_bcEHAA,
CB2_bcEEHK,
CB2_bcAYOZ,
CB2_bcEVKB,
CB2_bcAELR,
CB2_bcHTGS,
CB2_bcDCMN,
CB2_bcBQFA,
CB2_bcFFBH,
CB2_bcDOPF,
CB2_bcIDSR,
CB2_bcCNEI,
CB2_bcBFZY,
CB2_bcCCGF,
CB2_bcFBPO,
CB2_bcCMVG,
CB2_bcBHXV,
CB2_bcGUMC,
CB2_bcCDMX,
CB2_bcGXJK,
CB2_bcHNOV,
CB2_bcBQKF,
CB2_bcEYHI,
CB2_bcHWFF,
CB2_bcDDWC,
CB2_bcCVFK,
CB2_bcAPHY,
CB2_bcACSD,
CB2_bcEALB,
CB2_bcHRLG,
CB2_bcECTV,
CB2_bcAAJE,
CB2_bcBPQV,
CB2_bcDWMR,
CB2_bcDQTE,
CB2_bcIJID,
CB2_bcGSHC,
CB2_bcEREH,
CB2_bcGHBP,
CB2_bcEZVW,
CB2_bcEGHJ,
CB2_bcGNRB,
CB2_bcGRON,
CB2_bcEEJZ,
CB2_bcGVHU,
CB2_bcEIGB,
CB2_bcCGVF,
CB2_bcBEWY,
CB2_bcBNEB,
CB2_bcBNYB,
CB2_bcBVZS,
CB2_bcEGKP,
CB2_bcCMPO,
CB2_bcHJMM,
CB2_bcDXXE,
CB2_bcAXEK,
CB2_bcBVSG,
CB2_bcBOFY,
CB2_bcDNHX,
CB2_bcEXDX,
CB2_bcGRYE,
CB2_bcDMRA,
CB2_bcDONR,
CB2_bcAWAG,
CB2_bcBJPK,
CB2_bcBBKV,
CB2_bcDZJV,
CB2_bcCSOR,
CB2_bcBWVI,
CB2_bcABXI,
CB2_bcIAQQ,
CB2_bcCWKT,
CB2_bcBUFC,
CB2_bcHQKI,
CB2_bcHEGO,
CB2_bcFEIQ,
CB2_bcAPXN,
CB2_bcEAJH,
CB2_bcCIFB,
CB2_bcAKXV,
CB2_bcCSBX,
CB2_bcFQHG,
CB2_bcFKNC,
CB2_bcGCRJ,
CB2_bcFXAK,
CB2_bcCIRJ,
CB2_bcBZLR,
CB2_bcFGPL,
CB2_bcADRV,
CB2_bcFQCQ,
CB2_bcCMNZ,
CB2_bcAJUQ,
CB2_bcFQJV,
CB2_bcCPEY,
CB2_bcDCVM,
CB2_bcABZO,
CB2_bcGDIM,
CB2_bcHKCE,
CB2_bcHVWY,
CB2_bcCVKE,
CB2_bcFJEA,
CB2_bcHTLH,
CB2_bcBGKE,
CB2_bcFLDZ,
CB2_bcBTPZ,
CB2_bcHMFB,
CB2_bcANJD,
CB2_bcBEAR,
CB2_bcHYCH,
CB2_bcFIIC,
CB2_bcERAU,
CB2_bcGBZE,
CB2_bcHMQN,
CB2_bcDUMV,
CB2_bcFQLA,
CB2_bcGGJC,
CB2_bcACDD,
CB2_bcDNDV,
CB2_bcCUPL,
CB2_bcDVRX,
CB2_bcDJRF,
CB2_bcHZZG,
CB2_bcFVCU,
CB2_bcETDH,
CB2_bcEQGP,
CB2_bcCKAL,
CB2_bcCEDR,
CB2_bcBWMF,
CB2_bcIARJ,
CB2_bcBGPW,
CB2_bcBDZM,
CB2_bcFCDY,
CB2_bcFVEM,
CB2_bcBFVO,
CB2_bcEYJG,
CB2_bcHWLR,
CB2_bcGIXP,
CB2_bcAIMJ,
CB2_bcGXYM,
CB2_bcCOQI,
CB2_bcHNWB,
CB2_bcFTVY,
CB2_bcEKNP,
CB2_bcEZKQ,
CB2_bcBHTT,
CB2_bcHWCA,
CB2_bcGGTI,
CB2_bcGEPC,
CB2_bcCIPE,
CB2_bcBYYC,
CB2_bcHAEV,
CB2_bcDWXK,
CB2_bcAAYD,
CB2_bcIALC,
CB2_bcHBAG,
CB2_bcBCDR,
CB2_bcGLDS,
CB2_bcHOFN,
CB2_bcFTRR,
CB2_bcACKU,
CB2_bcHJIB,
CB2_bcCXBT,
CB2_bcGIML,
CB2_bcFGTJ,
CB2_bcCPRI,
CB2_bcDHLJ,
CB2_bcCYXR,
CB2_bcHLTY,
CB2_bcGCBM,
CB2_bcFGPN,
CB2_bcDQGE,
CB2_bcBBUA,
CB2_bcANCK,
CB2_bcBWME,
CB2_bcCVWV,
CB2_bcGWLO,
CB2_bcEHDO,
CB2_bcCBUP,
CB2_bcBHWD,
CB2_bcHYYR,
CB2_bcCPSL,
CB2_bcADZC,
CB2_bcHYTZ,
CB2_bcDCDF,
CB2_bcBLGE,
CB2_bcAQCM,
CB2_bcEAAB,
CB2_bcDYIR,
CB2_bcASBG,
CB2_bcHXGB,
CB2_bcGBUD,
CB2_bcFOQI,
CB2_bcEYCP,
CB2_bcCCMI,
CB2_bcHGNU,
CB2_bcBYXI,
CB2_bcAIAI,
CB2_bcBQND,
CB2_bcFTGD,
CB2_bcHXUR,
CB2_bcHLNK,
CB2_bcFRJC,
CB2_bcDLXH,
CB2_bcEEQU,
CB2_bcGBGA,
CB2_bcERLP,
CB2_bcFMQX,
CB2_bcCMDY,
CB2_bcDZBD,
CB2_bcAIXZ,
CB2_bcGFRF,
CB2_bcHQSL,
CB2_bcEWOG,
CB2_bcAJJV,
CB2_bcDEAE,
CB2_bcFAUX,
CB2_bcHKHW,
CB2_bcGNQF,
CB2_bcGUPL,
CB2_bcHLPT,
CB2_bcAVGD,
CB2_bcGCXD,
CB2_bcIHJF,
CB2_bcDXTR,
CB2_bcIHDK,
CB2_bcHZRR,
CB2_bcFIGB,
CB2_bcAVOX,
CB2_bcICYN,
CB2_bcAJBI,
CB2_bcCDSS,
CB2_bcIEQL,
CB2_bcBEDT,
CB2_bcDMFY,
CB2_bcBZNE,
CB2_bcARYZ,
CB2_bcFMKO,
CB2_bcBWXX,
CB2_bcFDFG,
CB2_bcIEXD,
CB2_bcFZFX,
CB2_bcDBYE,
CB2_bcCQLF,
CB2_bcDMTZ,
CB2_bcCCCS,
CB2_bcBDTE,
CB2_bcGXZR,
CB2_bcCLRX,
CB2_bcDABG,
CB2_bcDPWN,
CB2_bcCEYO,
CB2_bcHILV,
CB2_bcCSVT,
CB2_bcDKJZ,
CB2_bcEEFB,
CB2_bcAYAJ,
CB2_bcFGQF,
CB2_bcBYPH,
CB2_bcCJEO,
CB2_bcBXMZ,
CB2_bcDTXU,
CB2_bcCKMS,
CB2_bcBEFQ,
CB2_bcFYGS,
CB2_bcBCFQ,
CB2_bcHKOO,
CB2_bcDTCS,
CB2_bcCGPY,
CB2_bcGNWH,
CB2_bcFFRN,
CB2_bcGEBK,
CB2_bcCFXO,
CB2_bcAYKR,
CB2_bcDGVX,
CB2_bcEAVX,
CB2_bcDLHK,
CB2_bcDOIU,
CB2_bcCHXP,
CB2_bcCOCW,
CB2_bcDTGZ,
CB2_bcFRZL,
CB2_bcBXVN,
CB2_bcCWQO,
CB2_bcFMZD,
CB2_bcGIOM,
CB2_bcIATN,
CB2_bcBFBX,
CB2_bcFNLE,
CB2_bcEMOJ,
CB2_bcCBNI,
CB2_bcGLNA,
CB2_bcDEGZ,
CB2_bcEGEB,
CB2_bcEYAE,
CB2_bcCLJG,
CB2_bcHWMQ,
CB2_bcDCIE,
CB2_bcDZSZ,
CB2_bcCFTC,
CB2_bcBXEO,
CB2_bcEXZW,
CB2_bcDKIZ,
CB2_bcABSC,
CB2_bcCSED,
CB2_bcAHII,
CB2_bcHKMT,
CB2_bcEAMN,
CB2_bcCUEM,
CB2_bcANWK,
CB2_bcCBMU,
CB2_bcHGOY,
CB2_bcCXAR,
CB2_bcGKBA,
CB2_bcBYZV,
CB2_bcFLYV,
CB2_bcAFJF,
CB2_bcCTFF,
CB2_bcAFVQ,
CB2_bcBYGP,
CB2_bcBGRV,
CB2_bcANUC,
CB2_bcAAUR,
CB2_bcAWCY,
CB2_bcBEGP,
CB2_bcESHV,
CB2_bcCJBV,
CB2_bcAPVY,
CB2_bcFDJO,
CB2_bcFPSE,
CB2_bcEEQI,
CB2_bcFCKG,
CB2_bcEHNE,
CB2_bcAHHV,
CB2_bcCDGV,
CB2_bcAKLQ,
CB2_bcGRDF,
CB2_bcAXWJ,
CB2_bcBVZW,
CB2_bcCZKI,
CB2_bcELTH,
CB2_bcABDK,
CB2_bcBGCT,
CB2_bcCWBT,
CB2_bcDHYT,
CB2_bcEVIE,
CB2_bcHBXM,
CB2_bcBSMD,
CB2_bcBCSG,
CB2_bcDQCO,
CB2_bcDEZU,
CB2_bcABUR,
CB2_bcEXSS,
CB2_bcCJUV,
CB2_bcDXUS,
CB2_bcGPMM,
CB2_bcGSEM,
CB2_bcGMVG,
CB2_bcFLTN,
CB2_bcCDWO,
CB2_bcBDSV,
CB2_bcBVHZ,
CB2_bcFSNY,
CB2_bcGIFO,
CB2_bcEOYN,
CB2_bcGEUH,
CB2_bcFQAV,
CB2_bcFQJM,
CB2_bcFPXR,
CB2_bcBECO,
CB2_bcDEYG,
CB2_bcBAVH,
CB2_bcDOLE,
CB2_bcEVSS,
CB2_bcFVKA,
CB2_bcHEOK,
CB2_bcFJOM,
CB2_bcCAEU,
CB2_bcEACX,
CB2_bcEHKJ,
CB2_bcFUMP,
CB2_bcCXGA,
CB2_bcDXGX,
CB2_bcGOPM,
CB2_bcBPXP,lymphocyte
CB2_bcAEMJ,
CB2_bcGXZQ,
CB2_bcDNOI,
CB2_bcCNTR,
CB2_bcBEUC,
CB2_bcHLNW,
CB2_bcHLRW,
CB2_bcEPTA,
CB2_bcIAQW,
CB2_bcFUFA,
CB2_bcBCPS,
CB2_bcFGRB,
CB2_bcCYLY,
CB2_bcASYJ,
CB2_bcBYST,
CB2_bcFHXT,
CB2_bcDECT,
CB2_bcHFDJ,
CB2_bcABVL,
CB2_bcHWBS,
CB2_bcASWF,
CB2_bcDHXS,
CB2_bcDPYR,
CB2_bcHDSR,
CB2_bcENKL,
CB2_bcBEHO,
CB2_bcFIAV,
CB2_bcGJXB,
CB2_bcCJHL,
CB2_bcEVOO,
CB2_bcGSPZ,
CB2_bcFZAT,
CB2_bcCZZS,
CB2_bcFCHB,
CB2_bcHWZG,
CB2_bcDWKN,
CB2_bcBVZJ,
CB2_bcDWHH,
CB2_bcAPTU,
CB2_bcGNZE,
CB2_bcACMP,
CB2_bcGHYW,
CB2_bcAOSH,
CB2_bcABUE,
CB2_bcCPAW,
CB2_bcGWUU,
CB2_bcDVLX,
CB2_bcDXQD,
CB2_bcHBRC,
CB2_bcCAZY,
CB2_bcEPJI,
CB2_bcBUQM,
CB2_bcBNCT,
CB2_bcDWPO,
CB2_bcCEKW,
CB2_bcDIDT,
CB2_bcDTVL,
CB2_bcBAIZ,
CB2_bcATWI,
CB2_bcHQUF,
CB2_bcDPVM,
CB2_bcGAQA,
CB2_bcAKBT,
CB2_bcDCHT,
CB2_bcFUIX,
CB2_bcCHVS,
CB2_bcEBDJ,
CB2_bcDBLJ,
CB2_bcFDZK,
CB2_bcDPRE,
CB2_bcGKSN,
CB2_bcGYTV,
CB2_bcGDRD,
CB2_bcCGIH,
CB2_bcHHCI,
CB2_bcCCPK,
CB2_bcEMVZ,
CB2_bcBSEB,
CB2_bcEXYP,
CB2_bcHYJZ,
CB2_bcANHN,
CB2_bcGWGX,
CB2_bcFXBA,
CB2_bcFWAG,
CB2_bcHWPS,
CB2_bcGGVQ,
CB2_bcHZJW,
CB2_bcDKYL,
CB2_bcAHHN,
CB2_bcBXQO,
CB2_bcACFG,
CB2_bcCBFT,
CB2_bcICWP,
CB2_bcESXJ,
CB2_bcICTX,
CB2_bcHSHP,
CB2_bcCJDB,
CB2_bcBSJL,
CB2_bcFWNB,
CB2_bcCRGP,
CB2_bcDBGS,
CB2_bcCYBN,
CB2_bcHSQW,
CB2_bcDGNM,
CB2_bcFKHQ,
CB2_bcDQKD,
CB2_bcDBYK,
CB2_bcAFQA,
CB2_bcCHAP,
CB2_bcHURT,
CB2_bcAEHJ,
CB2_bcCHCA,
CB2_bcDQZL,
CB2_bcICGI,
CB2_bcDQUP,
CB2_bcDWNR,
CB2_bcBJPT,
CB2_bcBDKY,
CB2_bcAGJC,
CB2_bcCICA,
CB2_bcCUMD,
CB2_bcBAXW,
CB2_bcFTOL,
CB2_bcGEZT,
CB2_bcCGCO,
CB2_bcHXUT,
CB2_bcAHCX,
CB2_bcCGHS,
CB2_bcDLZU,
CB2_bcEVPS,
CB2_bcDOVJ,
CB2_bcDVQL,
CB2_bcEUXM,
CB2_bcBEVX,
CB2_bcEHXF,
CB2_bcFTPA,
CB2_bcEAVB,
CB2_bcCBJJ,
CB2_bcBJBB,
CB2_bcCCQA,
CB2_bcFJFG,
CB2_bcCRKQ,
CB2_bcFRIE,
CB2_bcGXFX,
CB2_bcDTRZ,
CB2_bcBQBM,
CB2_bcBWOF,
CB2_bcBBFA,
CB2_bcHPER,
CB2_bcAQUG,
CB2_bcCAAY,
CB2_bcFCTJ,
CB2_bcDSKL,
CB2_bcBTAC,
CB2_bcDRLH,
CB2_bcICHL,
CB2_bcCUEC,
CB2_bcGCCG,
CB2_bcHRUP,
CB2_bcHXUU,
CB2_bcCFIT,
CB2_bcHRHW,
CB2_bcDKYZ,
CB2_bcECLO,
CB2_bcDEMF,
CB2_bcDKCS,
CB2_bcFQFT,
CB2_bcGVPO,
CB2_bcHXYZ,
CB2_bcBFQM,
CB2_bcBHLO,
CB2_bcEJTP,
CB2_bcGAOX,
CB2_bcEVMU,
CB2_bcAFKI,
CB2_bcGUXC,
CB2_bcGKNB,
CB2_bcGZBA,
CB2_bcCNVA,
CB2_bcGSFZ,
CB2_bcAPNJ,
CB2_bcDBYU,
CB2_bcARDB,
CB2_bcDNZQ,
CB2_bcEAQN,
CB2_bcGWFI,
CB2_bcIJRC,
CB2_bcGXZI,
CB2_bcBWUQ,
CB2_bcHYUM,
CB2_bcIENC,
CB2_bcDLPK,
CB2_bcBZVO,
CB2_bcGMJY,
CB2_bcBQOE,
CB2_bcFXUZ,
CB2_bcHTHN,
CB2_bcBZJJ,
CB2_bcIBHZ,
CB2_bcADXR,
CB2_bcAIZU,
CB2_bcFGZG,
CB2_bcGRUW,
CB2_bcAXQU,
CB2_bcGKAR,
CB2_bcIDMR,
CB2_bcGCWH,
CB2_bcBDXT,
CB2_bcBNIC,
CB2_bcEWZV,
CB2_bcCCGT,
CB2_bcBAUV,
CB2_bcFEYH,
CB2_bcDJJH,
CB2_bcECCX,
CB2_bcAQUD,
CB2_bcBDBL,
CB2_bcGYVX,
CB2_bcGOHD,
CB2_bcDBFF,
CB2_bcAJHC,
CB2_bcDODC,
CB2_bcGHJD,
CB2_bcBJFY,
CB2_bcBNWK,
CB2_bcIGSG,
CB2_bcHQLB,
CB2_bcCLMQ,
CB2_bcBRJP,
CB2_bcBIMN,
CB2_bcCDJW,
CB2_bcAHHL,
CB2_bcCMRW,
CB2_bcBWTL,
CB2_bcBGCX,
CB2_bcEMXJ,
CB2_bcAJUJ,
CB2_bcHVSF,
CB2_bcGZKA,
CB2_bcBPAJ,
CB2_bcAJWK,
CB2_bcAZFB,
CB2_bcHUEJ,
CB2_bcCFIO,
CB2_bcBHOZ,
CB2_bcHDGC,
CB2_bcCIWS,
CB2_bcDXRT,
CB2_bcDSHV,
CB2_bcACTJ,
CB2_bcDLHP,
CB2_bcHCME,
CB2_bcCCAJ,
CB2_bcFSUU,
CB2_bcHZDQ,
CB2_bcHNFM,
CB2_bcDFFM,
CB2_bcCRKO,
CB2_bcBNDP,
CB2_bcFIJB,
CB2_bcECGE,
CB2_bcBWWL,
CB2_bcFWVY,
CB2_bcHPQV,
CB2_bcCOKK,
CB2_bcFJFS,
CB2_bcGYVR,
CB2_bcGVZP,
CB2_bcAHPC,
CB2_bcESZV,
CB2_bcHXKB,
CB2_bcDAVX,
CB2_bcHLLR,
CB2_bcEZIN,
CB2_bcIGGS,
CB2_bcGJDC,
CB2_bcBLQK,
CB2_bcCYKT,
CB2_bcBNXY,
CB2_bcCDUM,
CB2_bcEPOG,
CB2_bcAHJP,
CB2_bcCVZY,
CB2_bcCKZA,
CB2_bcFGNT,
CB2_bcHDJN,
CB2_bcCUIE,
CB2_bcBECZ,
CB2_bcDVZQ,
CB2_bcCIIU,
CB2_bcBWUF,
CB2_bcGLFN,
CB2_bcDHXI,
CB2_bcGBCR,
CB2_bcBNWE,
CB2_bcBYFU,
CB2_bcCYJM,
CB2_bcGWEM,
CB2_bcDYRG,
CB2_bcDYEW,
CB2_bcAHYQ,
CB2_bcEVOX,
CB2_bcBFCN,
CB2_bcICRT,
CB2_bcAFYN,
CB2_bcDJRP,
CB2_bcDRFP,
CB2_bcASHJ,
CB2_bcBJQW,
CB2_bcEYEO,
CB2_bcGTDP,
CB2_bcFDZH,
CB2_bcCPGF,
CB2_bcGHEN,erythroid
CB2_bcFHGT,erythroid
CB2_bcBSRL,
CB2_bcBETU,erythroid
CB2_bcCRVB,
CB2_bcAHES,
CB2_bcBFWE,erythroid
CB2_bcAWBU,
CB2_bcAKRQ,erythroid
CB2_bcIGCL,
CB2_bcEZYV,
CB2_bcAOZB,
CB2_bcFXGW,
CB2_bcEWGE,
CB2_bcBMHG,
CB2_bcDNLE,
CB2_bcDKVR,erythroid
CB2_bcDYEL,erythroid
CB2_bcAYIP,
CB2_bcHKQC,erythroid
CB2_bcAHAV,
CB2_bcBXTE,
CB2_bcDXLL,
CB2_bcHBNK,
CB2_bcEDAT,
CB2_bcEAKW,
CB2_bcDNZJ,erythroid
CB2_bcAXKJ,
CB2_bcHDSO,
CB2_bcEEWU,
CB2_bcBQNB,
CB2_bcBJEM,
CB2_bcHHKB,
CB2_bcABBH,
CB2_bcEXXO,
CB2_bcGCXJ,erythroid
CB2_bcGZLR,
CB2_bcEILD,
CB2_bcCJJT,platelet
CB2_bcDNXO,
CB2_bcBGOT,
CB2_bcDRME,
CB2_bcCDQQ,
CB2_bcHAUT,
CB2_bcCIGM,
CB2_bcAPHM,
CB2_bcBPNL,
CB2_bcFJXN,
CB2_bcDMGJ,
CB2_bcGQBJ,erythroid
CB2_bcDFJO,erythroid
CB2_bcBRFD,
CB2_bcBVAC,
CB2_bcFETE,erythroid
CB2_bcFGAX,
CB2_bcDZML,
CB2_bcCOUT,
CB2_bcCCXC,erythroid
CB2_bcIAXD,
CB2_bcCMTO,
CB2_bcATOY,
CB2_bcBJVF,
CB2_bcDOIE,
CB2_bcAPNV,
CB2_bcFPXF,
CB2_bcCVXI,
CB2_bcAGRK,
CB2_bcHEAU,
CB2_bcBDDD,
CB2_bcIFNV,
CB2_bcARZM,erythroid
CB2_bcGKIB,
CB2_bcCGHK,
CB2_bcAOYM,
CB2_bcGSUO,erythroid
CB2_bcGLDG,
CB2_bcFXVX,
CB2_bcFVOH,
CB2_bcHNEF,
CB2_bcCTME,
CB2_bcBSZR,erythroid
CB2_bcAUHC,
CB2_bcEIWF,
CB2_bcDPQY,
CB2_bcGWIJ,
CB2_bcAOPR,
CB2_bcGVWQ,
CB2_bcBFFC,
CB2_bcFNOR,
CB2_bcCCDV,
CB2_bcDYWX,
CB2_bcHWJE,erythroid
CB2_bcIFSF,erythroid
CB2_bcICBF,
CB2_bcBSDB,
CB2_bcCVJY,
CB2_bcDIHQ,
CB2_bcHRWO,
CB2_bcHPQD,
CB2_bcBNXG,erythroid
CB2_bcDXHO,erythroid
CB2_bcAQJZ,
CB2_bcIICK,
CB2_bcDQEP,
CB2_bcAEDV,
CB2_bcFMVL,
CB2_bcIJAP,
CB2_bcHHKF,
CB2_bcCYVT,
CB2_bcEGCU,
CB2_bcBDDU,
CB2_bcAPHK,
CB2_bcAJBK,
CB2_bcDSUI,
CB2_bcATWP,
CB2_bcDOIV,erythroid
CB2_bcAOMA,
CB2_bcDTMM,
CB2_bcDIWV,
CB2_bcFHKF,
CB2_bcAASL,
CB2_bcBQMR,
CB2_bcGUVA,
CB2_bcEAPR,
CB2_bcGXVY,
CB2_bcHKME,erythroid
CB2_bcCJWJ,
CB2_bcIHDN,
CB2_bcFNIJ,
CB2_bcFJLJ,
CB2_bcDRMK,
CB2_bcETYZ,
CB2_bcBGFH,
CB2_bcEDBR,
CB2_bcCBJV,
CB2_bcCDMJ,
CB2_bcFPNY,erythroid
CB2_bcHURQ,
CB2_bcFFPB,
CB2_bcEDSH,
CB2_bcGYRQ,neutrophil
CB2_bcBMYE,
CB2_bcHKOF,neutrophil
CB2_bcAQFH,neutrophil
CB2_bcFGWK,neutrophil
CB2_bcFQWP,
CB2_bcBOWT,
CB2_bcCNWT,neutrophil
CB2_bcEOBE,neutrophil
CB2_bcEBHC,neutrophil
CB2_bcAYZQ,
CB2_bcHWCM,neutrophil
CB2_bcBTNV,
CB2_bcIJUD,
CB2_bcBAXM,
CB2_bcBCNY,neutrophil
CB2_bcEFEJ,
CB2_bcACZQ,neutrophil
CB2_bcCUZG,neutrophil
CB2_bcEUOW,
CB2_bcFZES,neutrophil
CB2_bcFAZV,
CB2_bcHCWD,neutrophil
CB2_bcEIZU,
CB2_bcDNOP,
CB2_bcEPYZ,neutrophil
CB2_bcHHSG,
CB2_bcCPMJ,neutrophil
CB2_bcCZSV,
CB2_bcFLNI,neutrophil
CB2_bcGUUQ,
CB2_bcBHPX,
CB2_bcDGIL,
CB2_bcDVCT,
CB2_bcCHHW,
CB2_bcGWYF,
CB2_bcBRTT,
CB2_bcEJNI,
CB2_bcABHN,neutrophil
CB2_bcDJNQ,
CB2_bcBWHP,neutrophil
CB2_bcBOAC,
CB2_bcEZMS,neutrophil
CB2_bcBOUA,neutrophil
CB2_bcHBDX,neutrophil
CB2_bcHBPY,
CB2_bcDXAZ,neutrophil
CB2_bcGOWA,
CB2_bcDCJQ,
CB2_bcFJDR,
CB2_bcFEWB,neutrophil
CB2_bcCVZK,neutrophil
CB2_bcAMGG,
CB2_bcEXWB,
CB2_bcBPLB,neutrophil
CB2_bcDLQK,
CB2_bcHQAN,
CB2_bcGXUT,
CB2_bcHDBA,
CB2_bcGKPE,
CB2_bcCQPQ,
CB2_bcEWLP,
CB2_bcCVHA,
CB2_bcIFZB,
CB2_bcGNCX,
CB2_bcCXDW,
CB2_bcAVOB,
CB2_bcDEGS,
CB2_bcABYC,
CB2_bcFTXC,
CB2_bcAOKA,
CB2_bcCUEI,
CB2_bcALAS,
CB2_bcDWMX,monocyte_myeloid
CB2_bcDCVO,
